"txNomeParlamentar";"ideCadastro";"nuCarteiraParlamentar";"nuLegislatura";"sgUF";"sgPartido";"codLegislatura";"numSubCota";"txtDescricao";"numEspecificacaoSubCota";"txtDescricaoEspecificacao";"txtFornecedor";"txtCNPJCPF";"txtNumero";"indTipoDocumento";"datEmissao";"vlrDocumento";"vlrGlosa";"vlrLiquido";"numMes";"numAno";"numParcela";"txtPassageiro";"txtTrecho";"numLote";"numRessarcimento";"vlrRestituicao";"nuDeputadoId";"ideDocumento"
"PATRUS ANANIAS";"74160";"249";"";"MG";"PT";"56";"13";"FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR";"0";"";"SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC";"334.691.720/0164-4";"20207";"0";"2019-02-05T00:00:00";"62.35";"0";"62.35";"2";"2019";"0";"";"";"1566063";"";"";"1638";"6758565"
"PATRUS ANANIAS";"74160";"249";"";"MG";"PT";"56";"14";"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.";"0";"";"RENATO ANTONIO SOARES";"272.938.410/0019-0";"332019";"0";"2019-02-04T00:00:00";"80";"0";"80";"2";"2019";"0";"";"";"1566479";"";"";"1638";"6759690"
"PATRUS ANANIAS";"74160";"249";"";"MG";"PT";"56";"120";"LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES";"0";"";"Pontual Loc Car ltda";"123.056.220/0010-7";"014874";"1";"2019-02-04T00:00:00";"400";"0";"400";"2";"2019";"0";"";"";"1566462";"";"";"1638";"6759656"
"PATRUS ANANIAS";"74160";"249";"";"MG";"PT";"56";"122";"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO";"0";"";"CONCESSIONARIA BR-040 S.A.";"197.260.480/0010-0";"5ASRDOOAC41Q";"1";"2019-02-01T00:00:00";"5.3";"0";"5.3";"2";"2019";"0";"";"";"1566466";"";"";"1638";"6759665"
"PATRUS ANANIAS";"74160";"249";"";"MG";"PT";"56";"122";"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO";"0";"";"CONCESSIONARIA BR-040 S.A.";"197.260.480/0010-0";"B4RV8C8AC51V";"1";"2019-02-03T00:00:00";"5.3";"0";"5.3";"2";"2019";"0";"";"";"1566466";"";"";"1638";"6759669"
"PATRUS ANANIAS";"74160";"249";"";"MG";"PT";"56";"122";"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO";"0";"";"SINPETAXI";"000.317.080/0010-0";"PBB3124";"1";"2019-02-06T00:00:00";"24.67";"0";"24.67";"2";"2019";"0";"";"";"1566151";"";"";"1638";"6758782"
"PATRUS ANANIAS";"74160";"249";"";"MG";"PT";"56";"122";"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO";"0";"";"SINPETAXI";"000.317.080/0010-0";"PBD7723";"1";"2019-02-05T00:00:00";"50.19";"0";"50.19";"2";"2019";"0";"";"";"1565887";"";"";"1638";"6758026"
"REGINALDO LOPES";"74161";"272";"";"MG";"PT";"55";"11";"SERVIÇOS POSTAIS";"0";"";"CORREIOS - ENCOMENDA PAC";"000.000.000/0000-7";"RSP : 2266991";"1";"2019-01-29T16:30:58";"198.7";"0";"198.7";"1";"2019";"0";"";"";"0";"0";"";"1677";"0"
"REGINALDO LOPES";"74161";"272";"";"MG";"PT";"55";"999";"Emissão Bilhete Aéreo";"0";"";"Cia Aérea - AZUL";"092.962.950/0016-0";"Bilhete: H96E7V";"0";"2019-01-18T00:00:00";"732.39";"0";"732.39";"1";"2019";"0";"REGINALDO LOPES";"BSB/CNF";"0";"0";"";"1677";"1633901"
"REGINALDO LOPES";"74161";"272";"";"MG";"PT";"55";"999";"Emissão Bilhete Aéreo";"0";"";"Cia Aérea - AZUL";"092.962.950/0016-0";"Bilhete: RDNYTM";"0";"2019-01-15T00:00:00";"990.44";"0";"990.44";"1";"2019";"0";"DAVINO SOUTO";"CNF/BSB/CNF";"0";"0";"";"1677";"1633839"
"REGINALDO LOPES";"74161";"272";"";"MG";"PT";"55";"999";"Emissão Bilhete Aéreo";"0";"";"Cia Aérea - AZUL";"092.962.950/0016-0";"Bilhete: YFDPWJ";"0";"2019-01-17T00:00:00";"683.05";"0";"683.05";"1";"2019";"0";"REGINALDO LOPES";"CNF/BSB";"0";"0";"";"1677";"1633880"
"REGINALDO LOPES";"74161";"272";"";"MG";"PT";"56";"11";"SERVIÇOS POSTAIS";"0";"";"CORREIOS - ENVELOPE BÁSICO/CONVENCIONAL - PLÁSTICO/BOLHA";"000.000.000/0000-7";"RSP : 2272755";"1";"2019-02-12T12:41:52";"4.1";"0";"4.1";"2";"2019";"0";"";"";"0";"0";"";"1677";"0"
"REGINALDO LOPES";"74161";"272";"";"MG";"PT";"56";"11";"SERVIÇOS POSTAIS";"0";"";"CORREIOS - SEDEX CONVENCIONAL";"000.000.000/0000-7";"RSP : 2272754";"1";"2019-02-12T12:42:19";"36.58";"0";"36.58";"2";"2019";"0";"";"";"0";"0";"";"1677";"0"
"REGINALDO LOPES";"74161";"272";"";"MG";"PT";"55";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"CEMIG DISTRIBUIÇÃO S.A.";"069.811.800/0011-6";"085814397";"0";"2019-01-07T00:00:00";"371.71";"9.79";"361.92";"1";"2019";"0";"";"";"1554724";"";"";"1677";"6739595"
"REGINALDO LOPES";"74161";"272";"";"MG";"PT";"55";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"PACTO ADMINISTRADORA & CORRETORA DE SEGUROS LTDA";"222.569.780/0015-1";"77860119011";"1";"2018-12-29T00:00:00";"2685.28";"0";"2685.28";"1";"2019";"0";"";"";"1557010";"";"";"1677";"6744177"
"REGINALDO LOPES";"74161";"272";"";"MG";"PT";"55";"120";"LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES";"0";"";"locarnew veiculos ltda";"086.591.720/0018-3";"003849";"1";"2019-01-30T00:00:00";"4500";"0";"4500";"1";"2019";"0";"";"";"1565774";"";"";"1677";"6757743"
"CARLOS MANATO";"74163";"275";"2015";"ES";"PSL";"55";"5";"DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.";"0";"";"Grafica e Editora Jep Ltda";"272.521.470/0012-5";"10344";"4";"2019-01-18T00:00:00";"15000";"0";"15000";"1";"2019";"0";"";"";"1555433";"";"";"1593";"6741615"
"CARLOS MANATO";"74163";"275";"2015";"ES";"PSL";"55";"11";"SERVIÇOS POSTAIS";"0";"";"CORREIOS - SEDEX CONVENCIONAL";"000.000.000/0000-7";"RSP : 2266773";"1";"2019-01-28T16:25:58";"40.23";"0";"40.23";"1";"2019";"0";"";"";"0";"0";"";"1593";"0"
"CARLOS MANATO";"74163";"275";"2015";"ES";"PSL";"55";"999";"Emissão Bilhete Aéreo";"0";"";"Cia Aérea - AZUL";"092.962.950/0016-0";"Bilhete: MH1YUQ";"0";"2019-01-17T00:00:00";"1385.17";"0";"1385.17";"1";"2019";"0";"CARLOS MANATO";"VIX/BSB";"0";"0";"";"1593";"1633881"
"CHICO ALENCAR";"74171";"295";"2015";"RJ";"PSOL";"55";"11";"SERVIÇOS POSTAIS";"0";"";"CORREIOS - SEDEX CONVENCIONAL";"000.000.000/0000-7";"RSP : 2266916";"1";"2019-01-29T12:50:26";"44.11";"0";"44.11";"1";"2019";"0";"";"";"0";"0";"";"1557";"0"
"CHICO ALENCAR";"74171";"295";"2015";"RJ";"PSOL";"55";"999";"Emissão Bilhete Aéreo";"0";"";"Cia Aérea - TAM";"020.128.620/0016-0";"Bilhete: 957-2188.844767";"0";"2019-01-16T00:00:00";"3238.56";"0";"3238.56";"1";"2019";"0";"NATHALIE DRUMOND";"BSB/SDU/BSB";"0";"0";"";"1557";"1634705"
"DELEY";"74172";"298";"2015";"RJ";"PTB";"55";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"MUNIR FRANCISCO";"791.683.107/49  -";"s/n";"1";"2019-01-25T00:00:00";"5000";"0";"5000";"1";"2019";"0";"";"";"1566505";"";"";"1569";"6746498"
"DELEY";"74172";"298";"2015";"RJ";"PTB";"55";"5";"DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.";"0";"";"M & A ESTRATEGIA COMUNICACAO E MARKETING LTDA";"088.627.270/0019-0";"1554";"0";"2019-01-28T00:00:00";"15000";"0";"15000";"1";"2019";"0";"";"";"1566506";"";"";"1569";"6744266"
"DELEY";"74172";"298";"2015";"RJ";"PTB";"55";"11";"SERVIÇOS POSTAIS";"0";"";"CORREIOS - SEDEX CONVENCIONAL";"000.000.000/0000-7";"RSP : 2265653";"1";"2019-01-10T11:59:18";"51.62";"0";"51.62";"1";"2019";"0";"";"";"0";"0";"";"1569";"0"
"DELEY";"74172";"298";"2015";"RJ";"PTB";"55";"11";"SERVIÇOS POSTAIS";"0";"";"CORREIOS - SEDEX CONVENCIONAL";"000.000.000/0000-7";"RSP : 2266254";"1";"2019-01-21T10:39:31";"48.8";"0";"48.8";"1";"2019";"0";"";"";"0";"0";"";"1569";"0"
"DELEY";"74172";"298";"2015";"RJ";"PTB";"55";"999";"Emissão Bilhete Aéreo";"0";"";"Cia Aérea - TAM";"020.128.620/0016-0";"Bilhete: 957-2188.400038";"0";"2019-01-11T00:00:00";"1547.17";"0";"1547.17";"1";"2019";"0";"DELEY";"SDU/BSB";"0";"0";"";"1569";"1634553"
"MARINHA RAUPP";"74177";"50";"2015";"RO";"MDB";"55";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"Adelar Francisco Zaro";"298.245.089/53  -";"SN";"1";"2019-01-31T00:00:00";"4500";"0";"4500";"1";"2019";"0";"";"";"1552588";"";"";"1119";"6733417"
"MARINHA RAUPP";"74177";"50";"2015";"RO";"MDB";"55";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"COMPANHIA DE ÁGUAS E ESGOTOS DE RONDÔNIA-CAERD";"059.142.540/0013-9";"52434";"0";"2019-01-03T00:00:00";"90.37";"0";"90.37";"1";"2019";"0";"";"";"1556877";"";"";"1119";"6743705"
"MARINHA RAUPP";"74177";"50";"2015";"RO";"MDB";"55";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"Eletrobras - Centrais Elétricas de Rondônia";"059.146.500/0016-6";"6813645";"0";"2019-01-11T00:00:00";"2.65";"1.99";"0.66";"1";"2019";"0";"";"";"1556877";"";"";"1119";"6743698"
"MARINHA RAUPP";"74177";"50";"2015";"RO";"MDB";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"AUTO POSTO CINCO ESTRELAS LTDA";"006.924.180/0010-7";"2177";"4";"2019-01-24T00:00:00";"90";"0";"90";"1";"2019";"0";"";"";"1556879";"";"";"1119";"6743692"
"MARINHA RAUPP";"74177";"50";"2015";"RO";"MDB";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"AUTO POSTO IRMAOS LEITE LTDA";"037.541.070/0011-3";"52965";"4";"2019-01-17T00:00:00";"100.06";"0";"100.06";"1";"2019";"0";"";"";"1554993";"";"";"1119";"6740152"
"MARINHA RAUPP";"74177";"50";"2015";"RO";"MDB";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"AUTO POSTO ROLIM DE MOURA LTDA";"062.283.480/0011-7";"26210";"4";"2019-01-16T00:00:00";"138.86";"0";"138.86";"1";"2019";"0";"";"";"1554993";"";"";"1119";"6740163"
"MARINHA RAUPP";"74177";"50";"2015";"RO";"MDB";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"AUTO POSTO ROLIM DE MOURA LTDA";"062.283.480/0011-7";"26232";"4";"2019-01-18T00:00:00";"273.43";"0";"273.43";"1";"2019";"0";"";"";"1554993";"";"";"1119";"6740157"
"MARINHA RAUPP";"74177";"50";"2015";"RO";"MDB";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"AUTO POSTO SOBERANO LTDA";"072.194.640/0013-2";"44863";"4";"2019-01-11T00:00:00";"257.04";"0";"257.04";"1";"2019";"0";"";"";"1554993";"";"";"1119";"6740185"
"MARINHA RAUPP";"74177";"50";"2015";"RO";"MDB";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"AUTO POSTO SOBERANO LTDA";"072.194.640/0013-2";"45098";"4";"2019-01-19T00:00:00";"150.02";"0";"150.02";"1";"2019";"0";"";"";"1554993";"";"";"1119";"6740148"
"MARINHA RAUPP";"74177";"50";"2015";"RO";"MDB";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"CASCOL COMBUSTIVEIS PARA VEICULOS LTDA";"003.065.970/0273-6";"181298";"4";"2019-01-21T00:00:00";"166.37";"0";"166.37";"1";"2019";"0";"";"";"1554993";"";"";"1119";"6740144"
"MARINHA RAUPP";"74177";"50";"2015";"RO";"MDB";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"COMERCIO DERIVADOS DE PETROLEO MRA LTDA - MRA I";"039.159.970/0010-6";"14585";"4";"2019-01-10T00:00:00";"300.62";"0";"300.62";"1";"2019";"0";"";"";"1554993";"";"";"1119";"6740189"
"MARINHA RAUPP";"74177";"50";"2015";"RO";"MDB";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"COMERCIO DERIVADOS DE PETROLEO MRA LTDA - MRA I";"039.159.970/0010-6";"14838";"4";"2019-01-24T00:00:00";"281.52";"0";"281.52";"1";"2019";"0";"";"";"1556879";"";"";"1119";"6743718"
"MARINHA RAUPP";"74177";"50";"2015";"RO";"MDB";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"G3 Auto Posto Ltda Epp";"084.147.490/0019-7";"296358";"4";"2019-01-07T00:00:00";"215.05";"0";"215.05";"1";"2019";"0";"";"";"1552758";"";"";"1119";"6734193"
"MARINHA RAUPP";"74177";"50";"2015";"RO";"MDB";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"POSTO DA TORRE EIRELI";"044.731.930/0015-9";"233388";"4";"2019-01-30T00:00:00";"211.12";"0";"211.12";"1";"2019";"0";"";"";"1557805";"";"";"1119";"6746134"
"MARINHA RAUPP";"74177";"50";"2015";"RO";"MDB";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"VICENTE E TESTONI LTDA";"637.553.910/0017-4";"29958";"4";"2019-01-25T00:00:00";"250";"0";"250";"1";"2019";"0";"";"";"1556916";"";"";"1119";"6743872"
"MARINHA RAUPP";"74177";"50";"2015";"RO";"MDB";"55";"5";"DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.";"0";"";"GRAFICA LIDER LTDA";"040.963.680/0015-6";"10362";"0";"2019-01-24T00:00:00";"9000";"0";"9000";"1";"2019";"0";"";"";"1556878";"";"";"1119";"6743721"
"MARINHA RAUPP";"74177";"50";"2015";"RO";"MDB";"55";"10";"TELEFONIA";"0";"";"Telefônica Brasil S. A. VIVO";"025.581.570/0016-2";"3212721";"0";"2019-01-08T00:00:00";"1344.92";"0";"1344.92";"1";"2019";"0";"";"";"1555413";"";"";"1119";"6741559"
"MARINHA RAUPP";"74177";"50";"2015";"RO";"MDB";"55";"11";"SERVIÇOS POSTAIS";"0";"";"CORREIOS - ENCOMENDA PAC COM AR";"000.000.000/0000-7";"RSP : 2265363";"1";"2019-01-07T17:27:30";"2700.97";"0";"2700.97";"1";"2019";"0";"";"";"0";"0";"";"1119";"0"
"MARINHA RAUPP";"74177";"50";"2015";"RO";"MDB";"55";"11";"SERVIÇOS POSTAIS";"0";"";"CORREIOS - ENCOMENDA PAC COM AR";"000.000.000/0000-7";"RSP : 2266131";"1";"2019-01-17T15:52:55";"282.32";"0";"282.32";"1";"2019";"0";"";"";"0";"0";"";"1119";"0"
"MARINHA RAUPP";"74177";"50";"2015";"RO";"MDB";"55";"11";"SERVIÇOS POSTAIS";"0";"";"CORREIOS - SEDEX 10";"000.000.000/0000-7";"RSP : 2265934";"1";"2019-01-15T14:43:14";"66.3";"0";"66.3";"1";"2019";"0";"";"";"0";"0";"";"1119";"0"
"MARINHA RAUPP";"74177";"50";"2015";"RO";"MDB";"55";"14";"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.";"0";"";"CATUAI HOTEL LTDA-ME";"107.518.430/0018-3";"201900000000034";"0";"2019-01-11T00:00:00";"205";"0";"205";"1";"2019";"0";"";"";"1554992";"";"";"1119";"6740178"
"MARINHA RAUPP";"74177";"50";"2015";"RO";"MDB";"55";"999";"Emissão Bilhete Aéreo";"0";"";"Cia Aérea - AZUL";"092.962.950/0016-0";"Bilhete: GC4JXP";"0";"2019-01-15T00:00:00";"2197.25";"0";"2197.25";"1";"2019";"0";"MARINHA RAUPP";"OAL/BSB";"0";"0";"";"1119";"1633832"
"MARINHA RAUPP";"74177";"50";"2015";"RO";"MDB";"55";"999";"Emissão Bilhete Aéreo";"0";"";"Cia Aérea - TAM";"020.128.620/0016-0";"Bilhete: 957-2188.400702";"0";"2019-01-11T00:00:00";"2004.46";"0";"2004.46";"1";"2019";"0";"MARINHA RAUPP";"PVH/BSB";"0";"0";"";"1119";"1634554"
"FREIRE JÚNIOR";"74189";"615";"2015";"TO";"MDB";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"AUTO SHOPPING QL 06 COM. DE DER. DE PETROLEO LTDA";"006.474.400/0013-5";"114545";"4";"2019-01-05T00:00:00";"218.77";"0";"218.77";"1";"2019";"0";"";"";"1552679";"";"";"496";"6733941"
"FREIRE JÚNIOR";"74189";"615";"2015";"TO";"MDB";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"AUTO SHOPPING QL 06 COM. DE DER. DE PETROLEO LTDA";"006.474.400/0013-5";"116348";"4";"2019-01-15T00:00:00";"243.84";"0";"243.84";"1";"2019";"0";"";"";"1557161";"";"";"496";"6744495"
"FREIRE JÚNIOR";"74189";"615";"2015";"TO";"MDB";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"CRUZ & CRUZ COMERCIO DE COMBUSTIVEIS LTDA";"040.064.710/0016-8";"181810";"4";"2019-01-12T00:00:00";"255";"0";"255";"1";"2019";"0";"";"";"1557161";"";"";"496";"6744496"
"FREIRE JÚNIOR";"74189";"615";"2015";"TO";"MDB";"55";"9";"PASSAGENS AÉREAS";"0";"";"GOL LINHAS AÉREAS S.A";"075.756.510/0015-9";"12700389644873";"0";"2019-01-08T00:00:00";"1829.39";"0";"1829.39";"1";"2019";"0";"";"";"1554604";"";"";"496";"6739258"
"ANÍBAL GOMES";"74212";"87";"2015";"CE";"DEM";"55";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"AMORETTO CAFES EXPRESSO LTDA";"085.324.290/0013-1";"23163";"4";"2019-01-09T00:00:00";"722.6";"0";"722.6";"1";"2019";"0";"";"";"1555200";"";"";"958";"6740848"
"ANÍBAL GOMES";"74212";"87";"2015";"CE";"DEM";"55";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"J D S - PAPEIS (Antonia A. F. de Souza)";"261.805.490/0010-7";"203";"4";"2019-01-08T00:00:00";"959.4";"0";"959.4";"1";"2019";"0";"";"";"1553214";"";"";"958";"6735345"
"ANÍBAL GOMES";"74212";"87";"2015";"CE";"DEM";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"LM REVENDEDORA DE PETROLEO LTDA.";"063.527.710/0012-4";"227";"4";"2019-01-10T00:00:00";"4500";"0";"4500";"1";"2019";"0";"";"";"1553520";"";"";"958";"6736099"
"ANÍBAL GOMES";"74212";"87";"2015";"CE";"DEM";"55";"4";"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.";"0";"";"VERTICE - SOCIEDADE CIVIL DE PROFISSIONAIS ASSOCIADOS";"054.434.490/0014-8";"2951";"4";"2019-01-08T00:00:00";"17000";"0";"17000";"1";"2019";"0";"";"";"1555592";"";"";"958";"6742022"
"ANÍBAL GOMES";"74212";"87";"2015";"CE";"DEM";"55";"4";"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.";"0";"";"VERTICE - SOCIEDADE CIVIL DE PROFISSIONAIS ASSOCIADOS";"054.434.490/0014-8";"3135";"4";"2019-01-31T00:00:00";"5000";"0";"5000";"1";"2019";"0";"";"";"1558219";"";"";"958";"6747150"
"ANÍBAL GOMES";"74212";"87";"2015";"CE";"DEM";"55";"10";"TELEFONIA";"0";"";"CELULAR FUNCIONAL";"000.000.000/0000-1";"6739484";"0";"2019-01-10T00:00:00";"0.4";"0";"0.4";"1";"2019";"0";"";"";"0";"0";"";"958";"0"
"ANÍBAL GOMES";"74212";"87";"2015";"CE";"DEM";"55";"11";"SERVIÇOS POSTAIS";"0";"";"CORREIOS - SEDEX CONVENCIONAL";"000.000.000/0000-7";"RSP : 2265242";"1";"2019-01-04T09:33:26";"117.36";"0";"117.36";"1";"2019";"0";"";"";"0";"0";"";"958";"0"
"ANÍBAL GOMES";"74212";"87";"2015";"CE";"DEM";"55";"120";"LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES";"0";"";"RMT RENT A CAR LTDA";"017.406.290/0013-0";"709";"0";"2019-01-23T00:00:00";"5280";"0";"5280";"1";"2019";"0";"";"";"1555360";"";"";"958";"6741408"
"ANTONIO BALHMANN";"74213";"93";"2015";"CE";"PDT";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"AUTO POSTO AEROPORTO LTDA";"082.021.160/0011-5";"364035";"4";"2019-01-15T00:00:00";"190.21";"0";"190.21";"1";"2019";"0";"";"";"1554214";"";"";"960";"6738033"
"ANTONIO BALHMANN";"74213";"93";"2015";"CE";"PDT";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"KG COMERCIO E COMBUSTIVEIS LTDA";"035.211.990/0019-1";"011742";"0";"2019-01-02T00:00:00";"155.22";"0";"155.22";"1";"2019";"0";"";"";"1554213";"";"";"960";"6738059"
"ANTONIO BALHMANN";"74213";"93";"2015";"CE";"PDT";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"KG COMERCIO E COMBUSTIVEIS LTDA";"035.211.990/0019-1";"011901";"0";"2019-01-03T00:00:00";"230.26";"0";"230.26";"1";"2019";"0";"";"";"1554213";"";"";"960";"6738050"
"ANTONIO BALHMANN";"74213";"93";"2015";"CE";"PDT";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"POSTO YPIRANGA";"078.651.730/0020-0";"063502";"0";"2019-01-02T00:00:00";"250.03";"0";"250.03";"1";"2019";"0";"";"";"1554213";"";"";"960";"6738056"
"ANTONIO BALHMANN";"74213";"93";"2015";"CE";"PDT";"55";"5";"DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.";"0";"";"ANCAP COMUNICAÇÃO E ASSESSORIA DE IMPRENSA";"313.621.310/0014-2";"10";"0";"2019-01-28T00:00:00";"18300";"0";"18300";"1";"2019";"0";"";"";"1557051";"";"";"960";"6744269"
"ANTONIO BALHMANN";"74213";"93";"2015";"CE";"PDT";"55";"11";"SERVIÇOS POSTAIS";"0";"";"CORREIOS - ENCOMENDA PAC";"000.000.000/0000-7";"RSP : 2266469";"1";"2019-01-23T14:21:31";"72.72";"0";"72.72";"1";"2019";"0";"";"";"0";"0";"";"960";"0"
"ANTONIO BALHMANN";"74213";"93";"2015";"CE";"PDT";"55";"11";"SERVIÇOS POSTAIS";"0";"";"CORREIOS - ENCOMENDA PAC";"000.000.000/0000-7";"RSP : 2266470";"1";"2019-01-23T14:21:22";"34.34";"0";"34.34";"1";"2019";"0";"";"";"0";"0";"";"960";"0"
"ANTONIO BALHMANN";"74213";"93";"2015";"CE";"PDT";"55";"999";"Emissão Bilhete Aéreo";"0";"";"Cia Aérea - AVIANCA";"025.758.290/0014-8";"Bilhete: 2442978494";"0";"2019-01-10T00:00:00";"505.08";"0";"505.08";"1";"2019";"0";"MELO/MANOEL";"FOR/JDO";"0";"0";"";"960";"1630555"
"RAIMUNDO GOMES DE MATOS";"74216";"102";"2015";"CE";"PSDB";"55";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"CAGECE";"070.401.080/0015-7";"000039420";"0";"2019-01-02T00:00:00";"164.24";"0";"164.24";"1";"2019";"0";"";"";"1555224";"";"";"1244";"6740404"
"RAIMUNDO GOMES DE MATOS";"74216";"102";"2015";"CE";"PSDB";"55";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"COMPANHIA ENERGÉTICA DO CEARÁ";"070.472.510/0017-0";"559394953";"0";"2019-01-24T00:00:00";"180.48";"0";"180.48";"1";"2019";"0";"";"";"1557638";"";"";"1244";"6745741"
"RAIMUNDO GOMES DE MATOS";"74216";"102";"2015";"CE";"PSDB";"55";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"TELEFONICA BRASIL S.A.";"025.581.570/0016-2";"5120699";"0";"2019-01-09T00:00:00";"154.56";"0";"154.56";"1";"2019";"0";"";"";"1557638";"";"";"1244";"6745745"
"RAIMUNDO GOMES DE MATOS";"74216";"102";"2015";"CE";"PSDB";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"DAMPETRO COMERCIO DE DERIVADOS DE PETROLEO LTDA";"024.864.550/0019-4";"095491";"0";"2019-01-04T00:00:00";"79.04";"0";"79.04";"1";"2019";"0";"";"";"1555223";"";"";"1244";"6740857"
"RAIMUNDO GOMES DE MATOS";"74216";"102";"2015";"CE";"PSDB";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"DAMPETRO COMERCIO DE DERIVADOS DE PETROLEO LTDA";"024.864.550/0019-4";"096045";"0";"2019-01-07T00:00:00";"84.84";"0";"84.84";"1";"2019";"0";"";"";"1555223";"";"";"1244";"6740410"
"RAIMUNDO GOMES DE MATOS";"74216";"102";"2015";"CE";"PSDB";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"DAMPETRO COMERCIO DE DERIVADOS DE PETROLEO LTDA";"024.864.550/0019-4";"097402";"0";"2019-01-11T00:00:00";"89.58";"0";"89.58";"1";"2019";"0";"";"";"1555223";"";"";"1244";"6740412"
"RAIMUNDO GOMES DE MATOS";"74216";"102";"2015";"CE";"PSDB";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"DAMPETRO COMERCIO DE DERIVADOS DE PETROLEO LTDA";"024.864.550/0019-4";"097482";"0";"2019-01-11T00:00:00";"183.44";"0";"183.44";"1";"2019";"0";"";"";"1555223";"";"";"1244";"6740406"
