"txNomeParlamentar";"ideCadastro";"nuCarteiraParlamentar";"nuLegislatura";"sgUF";"sgPartido";"codLegislatura";"numSubCota";"txtDescricao";"numEspecificacaoSubCota";"txtDescricaoEspecificacao";"txtFornecedor";"txtCNPJCPF";"txtNumero";"indTipoDocumento";"datEmissao";"vlrDocumento";"vlrGlosa";"vlrLiquido";"numMes";"numAno";"numParcela";"txtPassageiro";"txtTrecho";"numLote";"numRessarcimento";"vlrRestituicao";"nuDeputadoId";"ideDocumento"
"LID.GOV-CD";"";"";"";"NA";"";"55";"13";"FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR";"0";"";"CRISTIANE FERREIRA EPP";"037.139.030/0010-8";"693";"4";"2019-01-16T00:00:00";"111.3";"0";"111.3";"1";"2019";"0";"";"";"1554246";"";"";"2812";"6738121"
"LIDERANÇA DO PT";"";"";"";"NA";"";"55";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"LOJAS AMERICANAS S/A";"330.145.560/2534-2";"11141";"4";"2019-01-22T00:00:00";"149.95";"0";"149.95";"1";"2019";"0";"";"";"1554921";"";"";"2439";"6740108"
"LIDERANÇA DO PT";"";"";"";"NA";"";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"AUTO SHOPPING DERIVADO DE PETROLEO LTDA";"370.633.280/0105-8";"394692";"4";"2019-01-23T00:00:00";"100.01";"0";"100.01";"1";"2019";"0";"";"";"1557440";"";"";"2439";"6745278"
"LIDERANÇA DO PT";"";"";"";"NA";"";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"POSTO DA TORRE EIRELI - EPP";"044.731.930/0015-9";"100430";"4";"2019-01-27T00:00:00";"222.67";"0";"222.67";"1";"2019";"0";"";"";"1557440";"";"";"2439";"6745281"
"LIDERANÇA DO PT";"";"";"";"NA";"";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"POSTO DA TORRE EIRELI - EPP";"044.731.930/0015-9";"229009";"4";"2019-01-14T00:00:00";"195.99";"0";"195.99";"1";"2019";"0";"";"";"1554620";"";"";"2439";"6739314"
"LIDERANÇA DO PT";"";"";"";"NA";"";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"POSTO DA TORRE EIRELI - EPP";"044.731.930/0015-9";"231261";"4";"2019-01-21T00:00:00";"200";"0";"200";"1";"2019";"0";"";"";"1554858";"";"";"2439";"6739931"
"LIDERANÇA DO PT";"";"";"";"NA";"";"55";"9";"PASSAGENS AÉREAS";"0";"";"AZUL LINHAS AÉREAS BRASILEIRAS S.A.";"092.962.950/0148-4";"148311632";"0";"2019-01-28T00:00:00";"765.05";"0";"765.05";"1";"2019";"0";"";"";"1557167";"";"";"2439";"6744509"
"LIDERANÇA DO PT";"";"";"";"NA";"";"55";"9";"PASSAGENS AÉREAS";"0";"";"TAM LINHAS AEREAS S/A.";"020.128.620/0016-0";"9572187865598";"0";"2019-01-06T00:00:00";"643.19";"0";"643.19";"1";"2019";"0";"";"";"1554621";"";"";"2439";"6739341"
"LIDERANÇA DO PT";"";"";"";"NA";"";"55";"9";"PASSAGENS AÉREAS";"0";"";"TAM LINHAS AEREAS S/A.";"020.128.620/0016-0";"EVMRAD";"0";"2019-01-29T00:00:00";"1733.39";"0";"1733.39";"1";"2019";"0";"";"";"1557623";"";"";"2439";"6745671"
"LIDERANÇA DO PT";"";"";"";"NA";"";"55";"9";"PASSAGENS AÉREAS";"0";"";"TAM LINHAS AEREAS S/A.";"020.128.620/0016-0";"MVMQJF";"0";"2019-01-30T00:00:00";"1700.17";"0";"1700.17";"1";"2019";"0";"";"";"1557623";"";"";"2439";"6745690"
"LIDERANÇA DO PT";"";"";"";"NA";"";"55";"12";"ASSINATURA DE PUBLICAÇÕES";"0";"";"AGENCIA ESTADO";"626.529.610/0013-8";"00689131";"0";"2019-01-03T00:00:00";"729.48";"0";"729.48";"1";"2019";"0";"";"";"1555401";"";"";"2439";"6741512"
"LIDERANÇA DO PT";"";"";"";"NA";"";"55";"13";"FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR";"0";"";"M E CARDOSO RESTAURANTE E LANCHONETE ME";"090.170.420/0010-0";"160";"4";"2019-01-31T00:00:00";"1535";"0";"1535";"1";"2019";"0";"";"";"1559304";"";"";"2439";"6748387"
"LIDERANÇA DO PT";"";"";"";"NA";"";"55";"13";"FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR";"0";"";"SERRANA COMERCIO DE ALIMENTOS LTDA";"095.502.140/0010-6";"25224";"4";"2019-01-22T00:00:00";"169";"0";"169";"1";"2019";"0";"";"";"1555210";"";"";"2439";"6740883"
"LIDERANÇA DO PT";"";"";"";"NA";"";"56";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"CONDE & DELL ARINGA - DES DE SOFTWARES";"096.137.720/0017-3";"8943";"0";"2019-02-02T00:00:00";"200";"0";"200";"1";"2019";"0";"";"";"1565713";"";"";"2439";"6757556"
"LIDERANÇA DO PT";"";"";"";"NA";"";"56";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"CASCOL COMBUSTIVEIS PARA VEICULOS LTDA";"003.065.970/0761-4";"317090";"4";"2019-02-04T00:00:00";"241.23";"0";"241.23";"2";"2019";"0";"";"";"1565711";"";"";"2439";"6757551"
"LIDERANÇA DO PT";"";"";"";"NA";"";"56";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"FRATELLI POSTO DE COMBUSTIVEIS LTDA";"088.840.380/0018-6";"73501";"4";"2019-02-01T00:00:00";"210";"0";"210";"2";"2019";"0";"";"";"1559307";"";"";"2439";"6748396"
"LIDERANÇA DO PT";"";"";"";"NA";"";"56";"13";"FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR";"0";"";"M E CARDOSO RESTAURANTE E LANCHONETE ME";"090.170.420/0010-0";"161";"4";"2019-02-01T00:00:00";"1150";"0";"1150";"2";"2019";"0";"";"";"1559371";"";"";"2439";"6748650"
"LIDERANÇA DO PT";"";"";"";"NA";"";"56";"13";"FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR";"0";"";"SERRANA COMERCIO DE ALIMENTOS LTDA";"095.502.140/0010-6";"25671";"0";"2019-02-05T00:00:00";"340.4";"0";"340.4";"2";"2019";"0";"";"";"1566202";"";"";"2439";"6758912"
"PDT";"";"";"";"NA";"";"55";"4";"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.";"0";"";"LIBRE COMUNICAÇÃO E MARKETING EIRELI";"083.456.310/0015-4";"117";"4";"2019-01-22T00:00:00";"7500";"0";"7500";"1";"2019";"0";"";"";"1555128";"";"";"2715";"6740614"
"PODE";"";"";"";"NA";"";"55";"13";"FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR";"0";"";"RAFAEL DOS SANTOS SILVA 72238208100";"228.362.100/0015-7";"001186447";"0";"2019-01-31T00:00:00";"748";"0";"748";"1";"2019";"0";"";"";"1565628";"";"";"3172";"6757356"
"PODE";"";"";"";"NA";"";"56";"4";"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.";"0";"";"LINEAR COMUNICACAO LTDA - EPP";"109.472.430/0019-5";"2358";"4";"2019-02-04T00:00:00";"540";"0";"540";"1";"2019";"0";"";"";"1565629";"";"";"3172";"6757348"
"PSD";"";"";"";"NA";"";"55";"13";"FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR";"0";"";"ROBERTTH MOREIRA DE JESUS";"305.615.740/0010-8";"001186205";"0";"2019-01-31T00:00:00";"5355";"0";"5355";"1";"2019";"0";"";"";"1558264";"";"";"2725";"6747304"
"SDD";"";"";"";"NA";"";"55";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"AMORETTO CAFES EXPRESSO LTDA";"085.324.290/0013-1";"23156";"4";"2019-01-09T00:00:00";"777.7";"0";"777.7";"1";"2019";"0";"";"";"1565720";"";"";"2864";"6757576"
"SILVIO COSTA";"4930";"160";"2015";"PE";"AVANTE";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"POSTO SAO SEBASTIAO LTDA";"111.881.330/0015-0";"3206";"4";"2019-01-23T00:00:00";"5990.37";"0";"5990.37";"1";"2019";"0";"";"";"1555348";"";"";"1973";"6741346"
"SILVIO COSTA";"4930";"160";"2015";"PE";"AVANTE";"55";"4";"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.";"0";"";"PLURAL PESQUISAS & MARKETING LTDA";"079.064.680/0019-9";"000000114";"0";"2019-01-30T00:00:00";"22000";"0";"22000";"1";"2019";"0";"";"";"1557940";"";"";"1973";"6746499"
"SILVIO COSTA";"4930";"160";"2015";"PE";"AVANTE";"55";"5";"DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.";"0";"";"Editora Paradox Zero Eireli Me";"146.780.750/0013-0";"5";"4";"2019-01-18T00:00:00";"5500";"0";"5500";"1";"2019";"0";"";"";"1555349";"";"";"1973";"6741390"
"SILVIO COSTA";"4930";"160";"2015";"PE";"AVANTE";"55";"10";"TELEFONIA";"0";"";"CELULAR FUNCIONAL";"000.000.000/0000-1";"6739484";"0";"2019-01-10T00:00:00";"0.61";"0";"0.61";"1";"2019";"0";"";"";"0";"0";"";"1973";"0"
"SILVIO COSTA";"4930";"160";"2015";"PE";"AVANTE";"55";"11";"SERVIÇOS POSTAIS";"0";"";"CORREIOS - SEDEX CONVENCIONAL";"000.000.000/0000-7";"RSP : 2266453";"1";"2019-01-23T14:23:59";"123.7";"0";"123.7";"1";"2019";"0";"";"";"0";"0";"";"1973";"0"
"SILVIO COSTA";"4930";"160";"2015";"PE";"AVANTE";"55";"11";"SERVIÇOS POSTAIS";"0";"";"CORREIOS - SEDEX CONVENCIONAL";"000.000.000/0000-7";"RSP : 2266866";"1";"2019-01-28T17:03:06";"33.76";"0";"33.76";"1";"2019";"0";"";"";"0";"0";"";"1973";"0"
"IZALCI LUCAS";"4931";"408";"2015";"DF";"PSDB";"55";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"AP ASSESSORIA PATRIMONIAL E IMOBILIARIA LTDA";"006.638.720/0013-0";"82.017";"1";"2019-01-10T00:00:00";"900";"0";"900";"1";"2019";"0";"";"";"1555373";"";"";"1974";"6741433"
"IZALCI LUCAS";"4931";"408";"2015";"DF";"PSDB";"55";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"CEB DISTRIBUICAO S.A.";"075.226.690/0019-2";"11756861";"0";"2019-01-09T00:00:00";"22.27";"0.13";"22.14";"1";"2019";"0";"";"";"1555372";"";"";"1974";"6741425"
"IZALCI LUCAS";"4931";"408";"2015";"DF";"PSDB";"55";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"CONDOMINIO DO CONJUNTO BARACAT";"264.456.190/0010-1";"025";"1";"2018-12-04T00:00:00";"163.03";"0";"163.03";"1";"2019";"0";"";"";"1553551";"";"";"1974";"6736224"
"IZALCI LUCAS";"4931";"408";"2015";"DF";"PSDB";"55";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"CONDOMINIO DO EDIFICIO ELDORADO";"012.637.890/0013-6";"22824";"1";"2018-12-17T00:00:00";"826.78";"0";"826.78";"1";"2019";"0";"";"";"1553555";"";"";"1974";"6736227"
"IZALCI LUCAS";"4931";"408";"2015";"DF";"PSDB";"55";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"WMS COMERCIO DE ARTIGOS DE PAPELARIA LTDA-ME";"121.328.540/0010-0";"1569";"4";"2019-01-04T00:00:00";"219.8";"0";"219.8";"1";"2019";"0";"";"";"1552561";"";"";"1974";"6733679"
"IZALCI LUCAS";"4931";"408";"2015";"DF";"PSDB";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"AUTO POSTO GOLDEN GAS 202 LTDA";"308.801.120/0014-5";"10059";"4";"2019-01-29T00:00:00";"205.68";"0";"205.68";"1";"2019";"0";"";"";"1557423";"";"";"1974";"6745252"
"IZALCI LUCAS";"4931";"408";"2015";"DF";"PSDB";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"CASCOL COMBUSTIVEIS PARA VEICULOS LTDA";"003.065.970/0699-5";"158415";"4";"2019-01-07T00:00:00";"221.74";"0";"221.74";"1";"2019";"0";"";"";"1553553";"";"";"1974";"6736216"
"IZALCI LUCAS";"4931";"408";"2015";"DF";"PSDB";"55";"4";"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.";"0";"";"BARBOSA CARNEIRO ADVOGADOS ASSOCIADOS S/S";"091.564.630/0011-1";"160";"0";"2019-01-27T00:00:00";"12800";"0";"12800";"1";"2019";"0";"";"";"1557017";"";"";"1974";"6744191"
"IZALCI LUCAS";"4931";"408";"2015";"DF";"PSDB";"55";"5";"DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.";"0";"";"T MIDIAS PUBLICIDADE EIRELI - ME";"240.750.020/0010-8";"51";"4";"2019-01-25T00:00:00";"13800";"0";"13800";"1";"2019";"0";"";"";"1556874";"";"";"1974";"6743726"
"IZALCI LUCAS";"4931";"408";"2015";"DF";"PSDB";"55";"10";"TELEFONIA";"0";"";"Telefônica Brasil S. A. VIVO";"025.581.570/0016-2";"0304364818";"0";"2019-01-11T00:00:00";"1316.75";"0";"1316.75";"1";"2019";"0";"";"";"1555377";"";"";"1974";"6741437"
"IZALCI LUCAS";"4931";"408";"2015";"DF";"PSDB";"55";"10";"TELEFONIA";"0";"";"TELEFÔNICA BRASIL S.A.";"025.581.570/0024-3";"0353462469";"0";"2019-01-11T00:00:00";"289.99";"0";"289.99";"1";"2019";"0";"";"";"1555372";"";"";"1974";"6741431"
"DANILO FORTE";"62881";"95";"2015";"CE";"PSDB";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"AUTO POSTO GOLDEN GAS 202 LTDA";"308.801.120/0014-5";"6773";"4";"2019-01-10T00:00:00";"192.65";"0";"192.65";"1";"2019";"0";"";"";"1554664";"";"";"2227";"6739474"
"DANILO FORTE";"62881";"95";"2015";"CE";"PSDB";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"CASCOL COMBUSTIVEIS PARA VEICULOS LTDA";"003.065.970/0192-6";"391805";"4";"2019-01-22T00:00:00";"200";"0";"200";"1";"2019";"0";"";"";"1555644";"";"";"2227";"6742159"
"DANILO FORTE";"62881";"95";"2015";"CE";"PSDB";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"SJ PETROLEO LTDA";"034.629.890/0014-3";"051486";"0";"2019-01-05T00:00:00";"80.06";"0";"80.06";"1";"2019";"0";"";"";"1553313";"";"";"2227";"6735558"
"DANILO FORTE";"62881";"95";"2015";"CE";"PSDB";"55";"5";"DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.";"0";"";"QUALYGRAF EDITORA E GRAFICA LTDA - EPP";"029.333.020/0014-8";"15258";"4";"2019-01-11T00:00:00";"28050";"0";"28050";"1";"2019";"0";"";"";"1553630";"";"";"2227";"6736459"
"DANILO FORTE";"62881";"95";"2015";"CE";"PSDB";"55";"11";"SERVIÇOS POSTAIS";"0";"";"CORREIOS - ENCOMENDA PAC";"000.000.000/0000-7";"RSP : 2266587";"1";"2019-01-24T14:17:35";"226.12";"0";"226.12";"1";"2019";"0";"";"";"0";"0";"";"2227";"0"
"DANILO FORTE";"62881";"95";"2015";"CE";"PSDB";"55";"11";"SERVIÇOS POSTAIS";"0";"";"CORREIOS - ENCOMENDA PAC";"000.000.000/0000-7";"RSP : 2266711";"1";"2019-01-25T16:40:05";"119.66";"0";"119.66";"1";"2019";"0";"";"";"0";"0";"";"2227";"0"
"DANILO FORTE";"62881";"95";"2015";"CE";"PSDB";"55";"13";"FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR";"0";"";"DOM FRANCISCO RESTAURANTE";"033.271.910/0019-9";"37035";"4";"2019-01-20T00:00:00";"90";"0";"90";"1";"2019";"0";"";"";"1554665";"";"";"2227";"6739457"
"DANILO FORTE";"62881";"95";"2015";"CE";"PSDB";"55";"13";"FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR";"0";"";"FGW Com Bebidas Alim LTDA - BSB Shopping";"105.990.570/0029-3";"36851";"4";"2019-01-16T00:00:00";"48.07";"0";"48.07";"1";"2019";"0";"";"";"1554665";"";"";"2227";"6739459"
"DANILO FORTE";"62881";"95";"2015";"CE";"PSDB";"55";"13";"FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR";"0";"";"GASTRO 3 BAR E RESTAURANTE LTDA ME";"231.091.090/0024-8";"052572";"4";"2019-01-17T00:00:00";"70";"0";"70";"1";"2019";"0";"";"";"1554665";"";"";"2227";"6739471"
"DANILO FORTE";"62881";"95";"2015";"CE";"PSDB";"55";"13";"FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR";"0";"";"IRENE R DE MACEDO - EPP";"070.333.750/0010-5";"038100";"0";"2019-01-03T00:00:00";"25";"1";"24";"1";"2019";"0";"";"";"1553314";"";"";"2227";"6735561"
"DANILO FORTE";"62881";"95";"2015";"CE";"PSDB";"55";"13";"FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR";"0";"";"IRENE R DE MACEDO - EPP";"070.333.750/0010-5";"038187";"0";"2019-01-04T00:00:00";"60";"0";"60";"1";"2019";"0";"";"";"1553314";"";"";"2227";"6735559"
"DANILO FORTE";"62881";"95";"2015";"CE";"PSDB";"55";"13";"FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR";"0";"";"ML ALIMENTACAO E DIVERSOES SA";"004.939.240/0017-7";"20726";"4";"2019-01-02T00:00:00";"60";"0";"60";"1";"2019";"0";"";"";"1554665";"";"";"2227";"6739456"
"DANILO FORTE";"62881";"95";"2015";"CE";"PSDB";"55";"13";"FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR";"0";"";"READY BEEF COM DE CARNES LTDA";"056.529.630/0019-3";"84786";"4";"2019-01-21T00:00:00";"30.29";"0";"30.29";"1";"2019";"0";"";"";"1555645";"";"";"2227";"6742162"
"DANILO FORTE";"62881";"95";"2015";"CE";"PSDB";"55";"13";"FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR";"0";"";"SAO PAULO AIRPORT RESTAURANTES LIMITADA";"202.054.350/0018-0";"041813";"4";"2019-01-17T00:00:00";"52.58";"0";"52.58";"1";"2019";"0";"";"";"1554665";"";"";"2227";"6739462"
"DANILO FORTE";"62881";"95";"2015";"CE";"PSDB";"55";"120";"LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES";"0";"";"BARROS & SERRA SERVICOS EXECUTIVOS RENT A CAR EIRE";"209.271.670/0010-0";"158";"4";"2019-01-02T00:00:00";"4200";"0";"4200";"1";"2019";"0";"";"";"1553295";"";"";"2227";"6735516"
"DANILO FORTE";"62881";"95";"2015";"CE";"PSDB";"55";"999";"Emissão Bilhete Aéreo";"0";"";"Cia Aérea - AVIANCA";"025.758.290/0014-8";"Bilhete: 2442978381";"0";"2019-01-02T00:00:00";"1088.49";"0";"1088.49";"1";"2019";"0";"DANILO FORTE";"BSB/JDO";"0";"0";"";"2227";"1630445"
"DANILO FORTE";"62881";"95";"2015";"CE";"PSDB";"55";"999";"Emissão Bilhete Aéreo";"0";"";"Cia Aérea - AVIANCA";"025.758.290/0014-8";"Bilhete: 2442978382";"0";"2019-01-02T00:00:00";"223.57";"0";"223.57";"1";"2019";"0";"DANILO FORTE";"JDO/FOR";"0";"0";"";"2227";"1630444"
"DANILO FORTE";"62881";"95";"2015";"CE";"PSDB";"55";"999";"Emissão Bilhete Aéreo";"0";"";"Cia Aérea - AVIANCA";"025.758.290/0014-8";"Bilhete: 2442978415";"0";"2019-01-04T00:00:00";"964.49";"0";"964.49";"1";"2019";"0";"DANILO FORTE";"BSB/FOR";"0";"0";"";"2227";"1630463"
"DANILO FORTE";"62881";"95";"2015";"CE";"PSDB";"55";"999";"Emissão Bilhete Aéreo";"0";"";"Cia Aérea - AVIANCA";"025.758.290/0014-8";"Bilhete: 2442978516";"0";"2019-01-14T00:00:00";"1186.08";"0";"1186.08";"1";"2019";"0";"DANILO FORTE";"SSA/BSB";"0";"0";"";"2227";"1633688"
"DANILO FORTE";"62881";"95";"2015";"CE";"PSDB";"55";"999";"Emissão Bilhete Aéreo";"0";"";"Cia Aérea - AVIANCA";"025.758.290/0014-8";"Bilhete: 2442978538";"0";"2019-01-15T00:00:00";"1348.49";"0";"1348.49";"1";"2019";"0";"DANILO FORTE";"BSB/CGH";"0";"0";"";"2227";"1633707"
"DANILO FORTE";"62881";"95";"2015";"CE";"PSDB";"55";"999";"Emissão Bilhete Aéreo";"0";"";"Cia Aérea - TAM";"020.128.620/0016-0";"Bilhete: 957-2188.732174";"0";"2019-01-15T00:00:00";"415.94";"0";"415.94";"1";"2019";"0";"DANILO FORTE";"GRU/FOR";"0";"0";"";"2227";"1634654"
"DANILO FORTE";"62881";"95";"2015";"CE";"PSDB";"55";"999";"Emissão Bilhete Aéreo";"0";"";"Cia Aérea - TAM";"020.128.620/0016-0";"Bilhete: 957-2188.834238";"0";"2019-01-16T00:00:00";"210";"0";"210";"1";"2019";"0";"DANILO FORTE";"GRU/FOR";"0";"0";"";"2227";"1634696"
"MARIA HELENA";"64960";"6";"2015";"RR";"MDB";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"AUTO POSTO CAPITAL LTDA";"081.060.780/0010-5";"164";"4";"2019-01-07T00:00:00";"5190.29";"0";"5190.29";"1";"2019";"0";"";"";"1553423";"";"";"1607";"6735815"
"MARIA HELENA";"64960";"6";"2015";"RR";"MDB";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"CASCOL COMBUSTIVEIS PARA VEICULOS LTDA";"003.065.970/0630-8";"293080";"4";"2019-01-01T00:00:00";"158.77";"0";"158.77";"1";"2019";"0";"";"";"1553404";"";"";"1607";"6735794"
"MARIA HELENA";"64960";"6";"2015";"RR";"MDB";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"CASCOL COMBUSTIVEIS PARA VEICULOS LTDA";"003.065.970/0630-8";"299122";"4";"2019-01-10T00:00:00";"161.54";"0";"161.54";"1";"2019";"0";"";"";"1553689";"";"";"1607";"6736726"
"MARIA HELENA";"64960";"6";"2015";"RR";"MDB";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"CASCOL COMBUSTIVEIS PARA VEICULOS LTDA";"003.065.970/0630-8";"309834";"4";"2019-01-28T00:00:00";"97.73";"0";"97.73";"1";"2019";"0";"";"";"1557352";"";"";"1607";"6745032"
"MARIA HELENA";"64960";"6";"2015";"RR";"MDB";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"CASCOL COMBUSTIVEIS PARA VEICULOS LTDA";"003.065.970/0729-0";"436034";"4";"2019-01-18T00:00:00";"123.05";"0";"123.05";"1";"2019";"0";"";"";"1554571";"";"";"1607";"6739201"
"MARIA HELENA";"64960";"6";"2015";"RR";"MDB";"55";"3";"COMBUSTÍVEIS E LUBRIFICANTES.";"1";"Veículos Automotores";"ELO COMERCIO E SERVICOS LTDA";"018.757.810/0012-0";"1319347";"4";"2019-01-16T00:00:00";"171.37";"0";"171.37";"1";"2019";"0";"";"";"1554197";"";"";"1607";"6737937"
"MARIA HELENA";"64960";"6";"2015";"RR";"MDB";"55";"5";"DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.";"0";"";"CARLOS G CARVALHO N E NUNES TURISMO";"184.120.090/0017-5";"000000359";"0";"2019-01-15T00:00:00";"13312.6";"0";"13312.6";"1";"2019";"0";"";"";"1554206";"";"";"1607";"6738047"
"MARIA HELENA";"64960";"6";"2015";"RR";"MDB";"55";"13";"FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR";"0";"";"MARIETTA COM. DE ALIMENTOS LTDA";"006.837.480/0110-8";"42377";"4";"2019-01-11T00:00:00";"73.92";"0";"73.92";"1";"2019";"0";"";"";"1553708";"";"";"1607";"6736772"
"MARIA HELENA";"64960";"6";"2015";"RR";"MDB";"55";"13";"FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR";"0";"";"SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC";"334.691.720/0164-4";"62305";"4";"2019-01-02T00:00:00";"37.05";"0";"37.05";"1";"2019";"0";"";"";"1553410";"";"";"1607";"6735798"
"MARIA HELENA";"64960";"6";"2015";"RR";"MDB";"55";"120";"LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES";"0";"";"CECAD RENT A CAR";"062.220.370/0014-0";"00000252";"0";"2019-01-08T00:00:00";"8000";"0";"8000";"1";"2019";"0";"";"";"1553424";"";"";"1607";"6735816"
"MARIA HELENA";"64960";"6";"2015";"RR";"MDB";"55";"999";"Emissão Bilhete Aéreo";"0";"";"Cia Aérea - AZUL";"092.962.950/0016-0";"Bilhete: QFYDUW";"0";"2019-01-16T00:00:00";"713.17";"0";"713.17";"1";"2019";"0";"MARIA HELENA";"BVB/MAO";"0";"0";"";"1607";"1633853"
"MARIA HELENA";"64960";"6";"2015";"RR";"MDB";"55";"999";"Emissão Bilhete Aéreo";"0";"";"Cia Aérea - TAM";"020.128.620/0016-0";"Bilhete: 957-2188.752035";"0";"2019-01-15T00:00:00";"1829.39";"0";"1829.39";"1";"2019";"0";"MARIA HELENA";"BSB/BVB";"0";"0";"";"1607";"1634672"
"NORMA AYUB";"66179";"282";"";"ES";"DEM";"55";"11";"SERVIÇOS POSTAIS";"0";"";"CORREIOS - ENCOMENDA PAC";"000.000.000/0000-7";"RSP : 2265182";"1";"2019-01-02T13:07:56";"46.79";"0";"46.79";"1";"2019";"0";"";"";"0";"0";"";"3163";"0"
"NORMA AYUB";"66179";"282";"";"ES";"DEM";"55";"11";"SERVIÇOS POSTAIS";"0";"";"CORREIOS - ENCOMENDA PAC";"000.000.000/0000-7";"RSP : 2265677";"1";"2019-01-10T16:11:03";"54.61";"0";"54.61";"1";"2019";"0";"";"";"0";"0";"";"3163";"0"
"NORMA AYUB";"66179";"282";"";"ES";"DEM";"56";"11";"SERVIÇOS POSTAIS";"0";"";"CORREIOS - ENCOMENDA PAC";"000.000.000/0000-7";"RSP : 2272555";"1";"2019-02-07T17:13:47";"176.4";"0";"176.4";"2";"2019";"0";"";"";"0";"0";"";"3163";"0"
"NORMA AYUB";"66179";"282";"";"ES";"DEM";"55";"1";"MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR";"0";"";"MASTER TOWER";"047.883.560/0019-2";"00297052";"1";"2018-12-12T00:00:00";"369.76";"14.07";"355.69";"1";"2019";"0";"";"";"1554448";"";"";"3163";"6738626"
