Nome;Partido;UF;Tipo_de_Despesa;Valor;Gastos;
JÚLIO CESAR;PSD;PI;SERVIÇOS POSTAIS;1520;1520;
JÚLIO CESAR;PSD;PI;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;515;515;
JÚLIO CESAR;PSD;PI;Total;194732;0;
SILAS CÂMARA;PRB;AM;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;93719;93719;
SILAS CÂMARA;PRB;AM;LOCAÇÃO OU FRETAMENTO DE AERONAVES;80500;80500;
SILAS CÂMARA;PRB;AM;EMISSÃO BILHETE AÉREO;18997;18997;
SILAS CÂMARA;PRB;AM;SERVIÇOS POSTAIS;624;624;
SILAS CÂMARA;PRB;AM;TELEFONIA;278;278;
SILAS CÂMARA;PRB;AM;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;199;199;
SILAS CÂMARA;PRB;AM;Total;194317;0;
JOÃO MARCELO SOUZA;MDB;MA;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;62250;62250;
JOÃO MARCELO SOUZA;MDB;MA;SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.;35000;35000;
JOÃO MARCELO SOUZA;MDB;MA;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;24000;24000;
JOÃO MARCELO SOUZA;MDB;MA;EMISSÃO BILHETE AÉREO;22195;22195;
JOÃO MARCELO SOUZA;MDB;MA;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;22000;22000;
JOÃO MARCELO SOUZA;MDB;MA;COMBUSTÍVEIS E LUBRIFICANTES.;13467;13467;
JOÃO MARCELO SOUZA;MDB;MA;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;3235;3235;
JOÃO MARCELO SOUZA;MDB;MA;TELEFONIA;3082;3082;
JOÃO MARCELO SOUZA;MDB;MA;SERVIÇOS POSTAIS;2784;2784;
JOÃO MARCELO SOUZA;MDB;MA;ASSINATURA DE PUBLICAÇÕES;2322;2322;
JOÃO MARCELO SOUZA;MDB;MA;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;1289;1289;
JOÃO MARCELO SOUZA;MDB;MA;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;916;916;
JOÃO MARCELO SOUZA;MDB;MA;Total;192539;0;
PAULO TEIXEIRA;PT;SP;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;120660;120660;
PAULO TEIXEIRA;PT;SP;EMISSÃO BILHETE AÉREO;32001;32001;
PAULO TEIXEIRA;PT;SP;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;14417;14417;
PAULO TEIXEIRA;PT;SP;PASSAGENS AÉREAS;8443;8443;
PAULO TEIXEIRA;PT;SP;TELEFONIA;6660;6660;
PAULO TEIXEIRA;PT;SP;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;4254;4254;
PAULO TEIXEIRA;PT;SP;COMBUSTÍVEIS E LUBRIFICANTES.;2652;2652;
PAULO TEIXEIRA;PT;SP;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;899;899;
PAULO TEIXEIRA;PT;SP;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;849;849;
PAULO TEIXEIRA;PT;SP;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;579;579;
PAULO TEIXEIRA;PT;SP;SERVIÇOS POSTAIS;94;94;
PAULO TEIXEIRA;PT;SP;PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS;83;83;
PAULO TEIXEIRA;PT;SP;Total;191591;0;
JOÃO DANIEL;PT;SE;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;53125;53125;
JOÃO DANIEL;PT;SE;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;45000;45000;
JOÃO DANIEL;PT;SE;COMBUSTÍVEIS E LUBRIFICANTES.;29738;29738;
JOÃO DANIEL;PT;SE;EMISSÃO BILHETE AÉREO;24763;24763;
JOÃO DANIEL;PT;SE;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;23618;23618;
JOÃO DANIEL;PT;SE;PASSAGENS AÉREAS;10089;10089;
JOÃO DANIEL;PT;SE;TELEFONIA;2806;2806;
JOÃO DANIEL;PT;SE;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;1000;1000;
JOÃO DANIEL;PT;SE;ASSINATURA DE PUBLICAÇÕES;500;500;
JOÃO DANIEL;PT;SE;SERVIÇOS POSTAIS;181;181;
JOÃO DANIEL;PT;SE;Total;190819;0;
ULDURICO JUNIOR;PROS;BA;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;72000;72000;
ULDURICO JUNIOR;PROS;BA;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;70000;70000;
ULDURICO JUNIOR;PROS;BA;EMISSÃO BILHETE AÉREO;30368;30368;
ULDURICO JUNIOR;PROS;BA;COMBUSTÍVEIS E LUBRIFICANTES.;10222;10222;
ULDURICO JUNIOR;PROS;BA;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;4473;4473;
ULDURICO JUNIOR;PROS;BA;SERVIÇOS POSTAIS;2286;2286;
ULDURICO JUNIOR;PROS;BA;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;749;749;
ULDURICO JUNIOR;PROS;BA;TELEFONIA;36;36;
ULDURICO JUNIOR;PROS;BA;Total;190134;0;
FLAVIANO MELO;MDB;AC;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;58750;58750;
FLAVIANO MELO;MDB;AC;EMISSÃO BILHETE AÉREO;26772;26772;
FLAVIANO MELO;MDB;AC;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;25000;25000;
FLAVIANO MELO;MDB;AC;COMBUSTÍVEIS E LUBRIFICANTES.;23957;23957;
FLAVIANO MELO;MDB;AC;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;19115;19115;
FLAVIANO MELO;MDB;AC;LOCAÇÃO OU FRETAMENTO DE AERONAVES;13072;13072;
FLAVIANO MELO;MDB;AC;TELEFONIA;12393;12393;
FLAVIANO MELO;MDB;AC;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;8000;8000;
FLAVIANO MELO;MDB;AC;SERVIÇOS POSTAIS;1153;1153;
FLAVIANO MELO;MDB;AC;SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.;1064;1064;
FLAVIANO MELO;MDB;AC;Total;189277;0;
PROFESSORA MARCIVANIA;PCdoB;AP;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;104000;104000;
PROFESSORA MARCIVANIA;PCdoB;AP;EMISSÃO BILHETE AÉREO;34046;34046;
PROFESSORA MARCIVANIA;PCdoB;AP;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;34020;34020;
PROFESSORA MARCIVANIA;PCdoB;AP;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;10259;10259;
PROFESSORA MARCIVANIA;PCdoB;AP;COMBUSTÍVEIS E LUBRIFICANTES.;1973;1973;
PROFESSORA MARCIVANIA;PCdoB;AP;PASSAGENS AÉREAS;1939;1939;
PROFESSORA MARCIVANIA;PCdoB;AP;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;881;881;
PROFESSORA MARCIVANIA;PCdoB;AP;TELEFONIA;428;428;
PROFESSORA MARCIVANIA;PCdoB;AP;Total;187546;0;
DANIEL ALMEIDA;PCdoB;BA;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;62295;62295;
DANIEL ALMEIDA;PCdoB;BA;EMISSÃO BILHETE AÉREO;42675;42675;
DANIEL ALMEIDA;PCdoB;BA;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;27000;27000;
DANIEL ALMEIDA;PCdoB;BA;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;22876;22876;
DANIEL ALMEIDA;PCdoB;BA;COMBUSTÍVEIS E LUBRIFICANTES.;21081;21081;
DANIEL ALMEIDA;PCdoB;BA;TELEFONIA;5483;5483;
DANIEL ALMEIDA;PCdoB;BA;SERVIÇOS POSTAIS;3414;3414;
DANIEL ALMEIDA;PCdoB;BA;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;2258;2258;
DANIEL ALMEIDA;PCdoB;BA;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;418;418;
DANIEL ALMEIDA;PCdoB;BA;Total;187501;0;
DULCE MIRANDA;MDB;TO;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;108750;108750;
DULCE MIRANDA;MDB;TO;EMISSÃO BILHETE AÉREO;23989;23989;
DULCE MIRANDA;MDB;TO;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;20000;20000;
DULCE MIRANDA;MDB;TO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;16693;16693;
DULCE MIRANDA;MDB;TO;COMBUSTÍVEIS E LUBRIFICANTES.;8651;8651;
DULCE MIRANDA;MDB;TO;ASSINATURA DE PUBLICAÇÕES;3062;3062;
DULCE MIRANDA;MDB;TO;SERVIÇOS POSTAIS;2842;2842;
DULCE MIRANDA;MDB;TO;TELEFONIA;1849;1849;
DULCE MIRANDA;MDB;TO;Total;185835;0;
CLEBER VERDE;PRB;MA;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;95800;95800;
CLEBER VERDE;PRB;MA;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;48000;48000;
CLEBER VERDE;PRB;MA;EMISSÃO BILHETE AÉREO;25999;25999;
CLEBER VERDE;PRB;MA;COMBUSTÍVEIS E LUBRIFICANTES.;9129;9129;
CLEBER VERDE;PRB;MA;TELEFONIA;3395;3395;
CLEBER VERDE;PRB;MA;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;1352;1352;
CLEBER VERDE;PRB;MA;SERVIÇOS POSTAIS;604;604;
CLEBER VERDE;PRB;MA;Total;184279;0;
CAPITÃO AUGUSTO;PL;SP;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;72800;72800;
CAPITÃO AUGUSTO;PL;SP;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;36614;36614;
CAPITÃO AUGUSTO;PL;SP;EMISSÃO BILHETE AÉREO;27163;27163;
CAPITÃO AUGUSTO;PL;SP;COMBUSTÍVEIS E LUBRIFICANTES.;23091;23091;
CAPITÃO AUGUSTO;PL;SP;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;5480;5480;
CAPITÃO AUGUSTO;PL;SP;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;5296;5296;
CAPITÃO AUGUSTO;PL;SP;TELEFONIA;4218;4218;
CAPITÃO AUGUSTO;PL;SP;PASSAGENS AÉREAS;4043;4043;
CAPITÃO AUGUSTO;PL;SP;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;2337;2337;
CAPITÃO AUGUSTO;PL;SP;SERVIÇOS POSTAIS;1851;1851;
CAPITÃO AUGUSTO;PL;SP;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;655;655;
CAPITÃO AUGUSTO;PL;SP;Total;183549;0;
VINICIUS GURGEL;PL;AP;EMISSÃO BILHETE AÉREO;55455;55455;
VINICIUS GURGEL;PL;AP;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;45000;45000;
VINICIUS GURGEL;PL;AP;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;40000;40000;
VINICIUS GURGEL;PL;AP;COMBUSTÍVEIS E LUBRIFICANTES.;23200;23200;
VINICIUS GURGEL;PL;AP;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;12000;12000;
VINICIUS GURGEL;PL;AP;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;5643;5643;
VINICIUS GURGEL;PL;AP;SERVIÇOS POSTAIS;479;479;
VINICIUS GURGEL;PL;AP;TELEFONIA;193;193;
VINICIUS GURGEL;PL;AP;Total;181969;0;
AFONSO MOTTA;PDT;RS;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;50160;50160;
AFONSO MOTTA;PDT;RS;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;37885;37885;
AFONSO MOTTA;PDT;RS;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;30208;30208;
AFONSO MOTTA;PDT;RS;COMBUSTÍVEIS E LUBRIFICANTES.;27447;27447;
AFONSO MOTTA;PDT;RS;EMISSÃO BILHETE AÉREO;21108;21108;
AFONSO MOTTA;PDT;RS;TELEFONIA;5416;5416;
AFONSO MOTTA;PDT;RS;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;3204;3204;
AFONSO MOTTA;PDT;RS;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;2640;2640;
AFONSO MOTTA;PDT;RS;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;2285;2285;
AFONSO MOTTA;PDT;RS;SERVIÇOS POSTAIS;843;843;
AFONSO MOTTA;PDT;RS;Total;181196;0;
ÁTILA LINS;PP;AM;LOCAÇÃO OU FRETAMENTO DE AERONAVES;87025;87025;
ÁTILA LINS;PP;AM;EMISSÃO BILHETE AÉREO;50317;50317;
ÁTILA LINS;PP;AM;PASSAGENS AÉREAS;29724;29724;
ÁTILA LINS;PP;AM;TELEFONIA;8473;8473;
ÁTILA LINS;PP;AM;COMBUSTÍVEIS E LUBRIFICANTES.;4873;4873;
ÁTILA LINS;PP;AM;SERVIÇOS POSTAIS;623;623;
ÁTILA LINS;PP;AM;Total;181035;0;
ANDRÉ ABDON;PP;AP;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;39100;39100;
ANDRÉ ABDON;PP;AP;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;37570;37570;
ANDRÉ ABDON;PP;AP;COMBUSTÍVEIS E LUBRIFICANTES.;29960;29960;
ANDRÉ ABDON;PP;AP;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;29120;29120;
ANDRÉ ABDON;PP;AP;EMISSÃO BILHETE AÉREO;27690;27690;
ANDRÉ ABDON;PP;AP;LOCAÇÃO OU FRETAMENTO DE EMBARCAÇÕES;14000;14000;
ANDRÉ ABDON;PP;AP;TELEFONIA;1431;1431;
ANDRÉ ABDON;PP;AP;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;1168;1168;
ANDRÉ ABDON;PP;AP;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;434;434;
ANDRÉ ABDON;PP;AP;SERVIÇOS POSTAIS;46;46;
ANDRÉ ABDON;PP;AP;Total;180520;0;
DELEGADO ÉDER MAURO;PSD;PA;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;76500;76500;
DELEGADO ÉDER MAURO;PSD;PA;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;36278;36278;
DELEGADO ÉDER MAURO;PSD;PA;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;32000;32000;
DELEGADO ÉDER MAURO;PSD;PA;EMISSÃO BILHETE AÉREO;21832;21832;
DELEGADO ÉDER MAURO;PSD;PA;COMBUSTÍVEIS E LUBRIFICANTES.;13462;13462;
DELEGADO ÉDER MAURO;PSD;PA;TELEFONIA;63;63;
DELEGADO ÉDER MAURO;PSD;PA;SERVIÇOS POSTAIS;41;41;
DELEGADO ÉDER MAURO;PSD;PA;Total;180177;0;
LUIZ CARLOS;PSDB;AP;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;57000;57000;
LUIZ CARLOS;PSDB;AP;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;30000;30000;
LUIZ CARLOS;PSDB;AP;EMISSÃO BILHETE AÉREO;26460;26460;
LUIZ CARLOS;PSDB;AP;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;21762;21762;
LUIZ CARLOS;PSDB;AP;COMBUSTÍVEIS E LUBRIFICANTES.;21727;21727;
LUIZ CARLOS;PSDB;AP;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;13300;13300;
LUIZ CARLOS;PSDB;AP;LOCAÇÃO OU FRETAMENTO DE EMBARCAÇÕES;8000;8000;
LUIZ CARLOS;PSDB;AP;TELEFONIA;1811;1811;
LUIZ CARLOS;PSDB;AP;Total;180060;0;
EVANDRO ROMAN;PSD;PR;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;49550;49550;
EVANDRO ROMAN;PSD;PR;EMISSÃO BILHETE AÉREO;34934;34934;
EVANDRO ROMAN;PSD;PR;COMBUSTÍVEIS E LUBRIFICANTES.;25968;25968;
EVANDRO ROMAN;PSD;PR;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;22415;22415;
EVANDRO ROMAN;PSD;PR;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;13200;13200;
EVANDRO ROMAN;PSD;PR;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;10100;10100;
EVANDRO ROMAN;PSD;PR;TELEFONIA;6936;6936;
EVANDRO ROMAN;PSD;PR;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;6220;6220;
EVANDRO ROMAN;PSD;PR;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;4324;4324;
EVANDRO ROMAN;PSD;PR;PASSAGENS AÉREAS;2458;2458;
EVANDRO ROMAN;PSD;PR;SERVIÇOS POSTAIS;1969;1969;
EVANDRO ROMAN;PSD;PR;PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS;1203;1203;
EVANDRO ROMAN;PSD;PR;ASSINATURA DE PUBLICAÇÕES;760;760;
EVANDRO ROMAN;PSD;PR;Total;180035;0;
EDMILSON RODRIGUES;PSOL;PA;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;82108;82108;
EDMILSON RODRIGUES;PSOL;PA;EMISSÃO BILHETE AÉREO;62982;62982;
EDMILSON RODRIGUES;PSOL;PA;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;14000;14000;
EDMILSON RODRIGUES;PSOL;PA;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;9788;9788;
EDMILSON RODRIGUES;PSOL;PA;COMBUSTÍVEIS E LUBRIFICANTES.;6147;6147;
EDMILSON RODRIGUES;PSOL;PA;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;2859;2859;
EDMILSON RODRIGUES;PSOL;PA;SERVIÇOS POSTAIS;810;810;
EDMILSON RODRIGUES;PSOL;PA;TELEFONIA;363;363;
EDMILSON RODRIGUES;PSOL;PA;Total;179057;0;
ROBERTO DE LUCENA;PODE;SP;EMISSÃO BILHETE AÉREO;53405;53405;
ROBERTO DE LUCENA;PODE;SP;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;48800;48800;
ROBERTO DE LUCENA;PODE;SP;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;45108;45108;
ROBERTO DE LUCENA;PODE;SP;COMBUSTÍVEIS E LUBRIFICANTES.;12126;12126;
ROBERTO DE LUCENA;PODE;SP;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;6600;6600;
ROBERTO DE LUCENA;PODE;SP;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;6280;6280;
ROBERTO DE LUCENA;PODE;SP;PASSAGENS AÉREAS;2796;2796;
ROBERTO DE LUCENA;PODE;SP;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;1413;1413;
ROBERTO DE LUCENA;PODE;SP;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;1265;1265;
ROBERTO DE LUCENA;PODE;SP;SERVIÇOS POSTAIS;684;684;
ROBERTO DE LUCENA;PODE;SP;TELEFONIA;568;568;
ROBERTO DE LUCENA;PODE;SP;Total;179045;0;
JOSÉ PRIANTE;MDB;PA;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;75000;75000;
JOSÉ PRIANTE;MDB;PA;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;49950;49950;
JOSÉ PRIANTE;MDB;PA;EMISSÃO BILHETE AÉREO;39352;39352;
JOSÉ PRIANTE;MDB;PA;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;8962;8962;
JOSÉ PRIANTE;MDB;PA;TELEFONIA;2860;2860;
JOSÉ PRIANTE;MDB;PA;COMBUSTÍVEIS E LUBRIFICANTES.;1530;1530;
JOSÉ PRIANTE;MDB;PA;SERVIÇOS POSTAIS;1350;1350;
JOSÉ PRIANTE;MDB;PA;Total;179003;0;
JOSÉ NUNES;PSD;BA;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;52680;52680;
JOSÉ NUNES;PSD;BA;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;47100;47100;
JOSÉ NUNES;PSD;BA;EMISSÃO BILHETE AÉREO;29364;29364;
JOSÉ NUNES;PSD;BA;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;22969;22969;
JOSÉ NUNES;PSD;BA;COMBUSTÍVEIS E LUBRIFICANTES.;16433;16433;
JOSÉ NUNES;PSD;BA;TELEFONIA;8483;8483;
JOSÉ NUNES;PSD;BA;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;649;649;
JOSÉ NUNES;PSD;BA;SERVIÇOS POSTAIS;612;612;
JOSÉ NUNES;PSD;BA;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;488;488;
JOSÉ NUNES;PSD;BA;Total;178778;0;
LEONARDO MONTEIRO;PT;MG;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;45000;45000;
LEONARDO MONTEIRO;PT;MG;EMISSÃO BILHETE AÉREO;41369;41369;
LEONARDO MONTEIRO;PT;MG;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;32227;32227;
LEONARDO MONTEIRO;PT;MG;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;28800;28800;
LEONARDO MONTEIRO;PT;MG;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;11500;11500;
LEONARDO MONTEIRO;PT;MG;COMBUSTÍVEIS E LUBRIFICANTES.;9448;9448;
LEONARDO MONTEIRO;PT;MG;TELEFONIA;4213;4213;
LEONARDO MONTEIRO;PT;MG;SERVIÇOS POSTAIS;3941;3941;
LEONARDO MONTEIRO;PT;MG;ASSINATURA DE PUBLICAÇÕES;1440;1440;
LEONARDO MONTEIRO;PT;MG;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;346;346;
LEONARDO MONTEIRO;PT;MG;Total;178283;0;
TONINHO WANDSCHEER;PROS;PR;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;54586;54586;
TONINHO WANDSCHEER;PROS;PR;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;31428;31428;
TONINHO WANDSCHEER;PROS;PR;EMISSÃO BILHETE AÉREO;28924;28924;
TONINHO WANDSCHEER;PROS;PR;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;24750;24750;
TONINHO WANDSCHEER;PROS;PR;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;17800;17800;
TONINHO WANDSCHEER;PROS;PR;COMBUSTÍVEIS E LUBRIFICANTES.;11102;11102;
TONINHO WANDSCHEER;PROS;PR;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;1904;1904;
TONINHO WANDSCHEER;PROS;PR;TELEFONIA;1872;1872;
TONINHO WANDSCHEER;PROS;PR;PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS;1667;1667;
TONINHO WANDSCHEER;PROS;PR;PASSAGENS AÉREAS;953;953;
TONINHO WANDSCHEER;PROS;PR;SERVIÇOS POSTAIS;949;949;
TONINHO WANDSCHEER;PROS;PR;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;762;762;
TONINHO WANDSCHEER;PROS;PR;Total;176697;0;
DAGOBERTO NOGUEIRA;PDT;MS;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;52400;52400;
DAGOBERTO NOGUEIRA;PDT;MS;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;47000;47000;
DAGOBERTO NOGUEIRA;PDT;MS;EMISSÃO BILHETE AÉREO;27272;27272;
DAGOBERTO NOGUEIRA;PDT;MS;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;27139;27139;
DAGOBERTO NOGUEIRA;PDT;MS;COMBUSTÍVEIS E LUBRIFICANTES.;13287;13287;
DAGOBERTO NOGUEIRA;PDT;MS;TELEFONIA;6857;6857;
DAGOBERTO NOGUEIRA;PDT;MS;PASSAGENS AÉREAS;1128;1128;
DAGOBERTO NOGUEIRA;PDT;MS;SERVIÇOS POSTAIS;1067;1067;
DAGOBERTO NOGUEIRA;PDT;MS;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;493;493;
DAGOBERTO NOGUEIRA;PDT;MS;Total;176644;0;
ARTHUR OLIVEIRA MAIA;DEM;BA;EMISSÃO BILHETE AÉREO;42562;42562;
ARTHUR OLIVEIRA MAIA;DEM;BA;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;28790;28790;
ARTHUR OLIVEIRA MAIA;DEM;BA;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;28404;28404;
ARTHUR OLIVEIRA MAIA;DEM;BA;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;23470;23470;
ARTHUR OLIVEIRA MAIA;DEM;BA;COMBUSTÍVEIS E LUBRIFICANTES.;18374;18374;
ARTHUR OLIVEIRA MAIA;DEM;BA;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;12500;12500;
ARTHUR OLIVEIRA MAIA;DEM;BA;TELEFONIA;8235;8235;
ARTHUR OLIVEIRA MAIA;DEM;BA;SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.;6000;6000;
ARTHUR OLIVEIRA MAIA;DEM;BA;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;3817;3817;
ARTHUR OLIVEIRA MAIA;DEM;BA;ASSINATURA DE PUBLICAÇÕES;3001;3001;
